,Rooms,Type,Price,Method,SellerG,Sold_Year,Distance,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount
15727,4,h,1145000.0,S,Ray,2017,12.3,1.0,2.0,603.0,Monash City Council,Southern Metropolitan,768.0
15730,3,t,970000.0,VB,Barry,2017,7.8,2.0,2.0,593.4889333778223,Banyule City Council,Eastern Metropolitan,5549.0
15732,2,h,1853000.0,S,Ray,2017,7.8,2.0,2.0,751.0,Banyule City Council,Eastern Metropolitan,1554.0
15734,3,h,550000.0,VB,Sweeney,2017,15.5,1.0,4.0,802.0,Brimbank City Council,Western Metropolitan,3656.0
15736,4,h,1120000.0,S,Barry,2017,11.7,2.0,2.0,599.0,Brimbank City Council,Western Metropolitan,5629.0
15737,3,h,1001000.0,S,Nelson,2017,11.7,1.0,2.0,605.0,Brimbank City Council,Western Metropolitan,5629.0
15738,3,h,690000.0,PI,Barry,2017,10.4,1.0,2.0,650.0,Brimbank City Council,Western Metropolitan,1119.0
15740,2,h,1070000.0,S,Biggin,2017,3.4,1.0,0.0,282.0,Melbourne City Council,Northern Metropolitan,5263.0
15741,2,u,730000.0,SP,Nelson,2017,3.4,2.0,1.0,2135.0,Melbourne City Council,Northern Metropolitan,5263.0
15742,1,u,392000.0,SP,Rendina,2017,3.4,1.0,1.0,0.0,Melbourne City Council,Northern Metropolitan,5263.0
15743,2,h,1150000.0,S,Hodges,2017,3.4,1.0,0.0,147.0,Melbourne City Council,Northern Metropolitan,5263.0
15744,4,h,1415000.0,SP,Biggin,2017,3.4,2.0,0.0,199.0,Melbourne City Council,Northern Metropolitan,5263.0
15745,1,u,370000.0,SP,Rendina,2017,3.4,1.0,1.0,0.0,Melbourne City Council,Northern Metropolitan,5263.0
15748,5,h,3175000.0,PI,Marshall,2017,5.4,4.0,2.0,769.0,Boroondara City Council,Southern Metropolitan,10331.0
15750,3,t,1375000.0,VB,Jellis,2017,5.4,3.0,3.0,325.0,Boroondara City Council,Southern Metropolitan,10331.0
15752,3,h,1975000.0,S,Marshall,2017,7.3,2.0,4.0,677.0,Boroondara City Council,Southern Metropolitan,2671.0
15755,5,h,1250000.0,S,Ray,2017,12.1,3.0,2.0,544.0,Darebin City Council,Northern Metropolitan,1414.0
15756,2,h,735000.0,PI,McGrath,2017,6.4,1.0,1.0,170.0,Maribyrnong City Council,Western Metropolitan,1808.0
15758,3,h,638000.0,S,Harcourts,2017,16.3,1.0,2.0,679.0,Whittlesea City Council,Northern Metropolitan,8279.0
15759,3,h,716000.0,S,Harcourts,2017,16.3,1.0,4.0,651.0,Whittlesea City Council,Northern Metropolitan,8279.0
15761,2,u,400000.0,SP,Mindacom,2017,41.0,1.0,1.0,196.0,Frankston City Council,Eastern Victoria,8743.0
15762,5,h,800000.0,S,Barry,2017,14.6,2.0,2.0,864.0,Banyule City Council,Eastern Metropolitan,1624.0
15763,2,u,585000.0,S,Ray,2017,12.7,1.0,1.0,593.4889333778223,Banyule City Council,Northern Metropolitan,4168.0
15764,2,t,505500.0,SP,hockingstuart,2017,6.4,1.0,1.0,59.0,Maribyrnong City Council,Western Metropolitan,3873.0
15765,3,t,805000.0,S,Jas,2017,6.4,2.0,2.0,593.4889333778223,Maribyrnong City Council,Western Metropolitan,3873.0
15767,4,h,3900000.0,S,Jellis,2017,5.9,2.0,2.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,4675.0
15768,4,h,2520000.0,PI,Marshall,2017,8.4,3.0,4.0,960.0,Stonnington City Council,Southern Metropolitan,8801.0
15769,4,h,1702000.0,SP,Jellis,2017,4.3,2.0,2.0,593.4889333778223,Maribyrnong City Council,Western Metropolitan,4918.0
15770,1,u,301000.0,S,Frank,2017,4.3,1.0,1.0,887.0,Maribyrnong City Council,Western Metropolitan,4918.0
15773,3,u,960000.0,S,Buxton,2017,11.4,2.0,3.0,220.0,Glen Eira City Council,Southern Metropolitan,2397.0
15774,2,u,740000.0,VB,MICM,2017,0.0,1.0,1.0,0.0,Melbourne City Council,Northern Metropolitan,17496.0
15776,2,u,820000.0,VB,Kay,2017,0.0,1.0,1.0,593.4889333778223,Melbourne City Council,Northern Metropolitan,17496.0
15777,4,h,420000.0,S,Ryder,2017,31.7,2.0,2.0,642.0,Melton City Council,Western Victoria,3600.0
15778,3,h,419000.0,S,hockingstuart,2017,29.8,1.0,3.0,603.0,Melton City Council,Western Victoria,4718.0
15779,3,h,400000.0,S,hockingstuart,2017,31.7,2.0,2.0,593.4889333778223,Melton City Council,Northern Victoria,6065.0
15780,3,t,1051000.0,S,Obrien,2017,20.0,2.0,2.0,435.0,Kingston City Council,South-Eastern Metropolitan,6162.0
15781,4,h,1700000.0,S,hockingstuart,2017,20.0,2.0,2.0,731.0,Kingston City Council,South-Eastern Metropolitan,6162.0
15782,2,u,525000.0,S,Thomson,2017,20.0,1.0,1.0,723.0,Kingston City Council,South-Eastern Metropolitan,6162.0
15783,2,u,670000.0,S,hockingstuart,2017,20.0,1.0,1.0,593.4889333778223,Kingston City Council,South-Eastern Metropolitan,6162.0
15784,2,u,660000.0,S,Buxton,2017,20.0,1.0,1.0,101.0,Kingston City Council,South-Eastern Metropolitan,6162.0
15785,2,u,600000.0,PI,Buxton,2017,20.0,1.0,1.0,593.4889333778223,Kingston City Council,South-Eastern Metropolitan,6162.0
15786,2,u,455000.0,S,Buxton,2017,20.0,1.0,1.0,3160.0,Kingston City Council,South-Eastern Metropolitan,6162.0
15787,3,h,517000.0,S,Harcourts,2017,25.9,2.0,4.0,400.0,Whittlesea City Council,Northern Metropolitan,5812.0
15788,4,h,596000.0,S,Buckingham,2017,25.9,2.0,2.0,512.0,Whittlesea City Council,Northern Metropolitan,5812.0
15789,4,h,2500000.0,VB,Greg,2017,3.0,3.0,1.0,209.0,Port Phillip City Council,Southern Metropolitan,2019.0
15792,4,h,865000.0,S,Ray,2017,17.9,2.0,2.0,612.0,Whittlesea City Council,Northern Metropolitan,10529.0
15793,4,h,1302000.0,S,Noel,2017,17.2,1.0,1.0,842.0,Whitehorse City Council,Eastern Metropolitan,6871.0
15794,3,t,800000.0,VB,Noel,2017,17.2,2.0,2.0,343.0,Whitehorse City Council,Eastern Metropolitan,6871.0
15797,3,h,1565000.0,S,Fletchers,2017,10.2,2.0,2.0,593.4889333778223,Boroondara City Council,Eastern Metropolitan,2079.0
15798,3,h,1657000.0,S,Jellis,2017,10.2,2.0,2.0,593.4889333778223,Boroondara City Council,Eastern Metropolitan,2079.0
15799,3,h,1850000.0,SP,McDonald,2017,6.2,2.0,2.0,596.0,Moonee Valley City Council,Western Metropolitan,6232.0
15802,1,u,222000.0,S,Barry,2017,6.2,1.0,0.0,0.0,Moonee Valley City Council,Western Metropolitan,6232.0
15803,2,t,750000.0,PI,McDonald,2017,6.2,1.0,1.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,6232.0
15804,2,t,750000.0,PI,McDonald,2017,6.2,1.0,1.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,6232.0
15805,4,h,1289000.0,S,RT,2017,14.3,2.0,1.0,532.0,Kingston City Council,Southern Metropolitan,2555.0
15807,4,h,651000.0,S,Ray,2017,26.5,2.0,2.0,854.0,Yarra Ranges Shire Council,Eastern Victoria,8280.0
15808,3,h,581000.0,S,iTRAK,2017,26.5,1.0,2.0,484.0,Yarra Ranges Shire Council,Eastern Victoria,8280.0
15810,4,t,1320000.0,S,O'Brien,2017,21.5,2.0,2.0,593.4889333778223,Kingston City Council,South-Eastern Metropolitan,3650.0
15811,4,h,1350000.0,PI,Ray,2017,21.5,2.0,2.0,314.0,Kingston City Council,South-Eastern Metropolitan,3650.0
15812,4,h,1150000.0,SP,Ray,2017,21.5,2.0,2.0,603.0,Kingston City Council,South-Eastern Metropolitan,3650.0
15813,2,u,470500.0,S,hockingstuart,2017,21.5,1.0,1.0,0.0,Kingston City Council,South-Eastern Metropolitan,3650.0
15814,3,t,870000.0,SP,Buxton,2017,21.5,2.0,2.0,593.4889333778223,Kingston City Council,South-Eastern Metropolitan,3650.0
15816,2,u,645000.0,S,Hodges,2017,21.5,1.0,1.0,593.4889333778223,Kingston City Council,South-Eastern Metropolitan,3650.0
15817,3,h,1530000.0,S,Ray,2017,14.2,1.0,2.0,810.0,Monash City Council,Eastern Metropolitan,13366.0
15818,3,h,1570000.0,S,Buxton,2017,14.2,2.0,2.0,593.4889333778223,Monash City Council,Eastern Metropolitan,13366.0
15820,4,h,1352000.0,SP,McGrath,2017,14.2,3.0,2.0,708.0,Monash City Council,Eastern Metropolitan,13366.0
15821,3,h,1360000.0,S,Barry,2017,14.2,2.0,2.0,710.0,Monash City Council,Eastern Metropolitan,13366.0
15822,3,h,1530000.0,S,Ray,2017,14.2,1.0,1.0,750.0,Monash City Council,Eastern Metropolitan,13366.0
15823,3,h,1600000.0,PI,Harcourts,2017,14.2,2.0,2.0,593.4889333778223,Monash City Council,Eastern Metropolitan,13366.0
15824,4,h,1728000.0,S,Jellis,2017,14.2,3.0,2.0,720.0,Monash City Council,Eastern Metropolitan,13366.0
15825,3,u,950000.0,SP,Buxton,2017,14.2,2.0,2.0,593.4889333778223,Monash City Council,Eastern Metropolitan,13366.0
15826,4,h,2000000.0,S,Ray,2017,18.8,4.0,2.0,905.0,Monash City Council,South-Eastern Metropolitan,7113.0
15827,3,h,901000.0,S,Win,2017,18.8,1.0,2.0,801.0,Monash City Council,South-Eastern Metropolitan,7113.0
15828,3,h,757500.0,S,Ray,2017,18.8,2.0,1.0,145.0,Monash City Council,South-Eastern Metropolitan,7113.0
15829,3,h,757000.0,S,Barry,2017,18.8,1.0,1.0,664.0,Monash City Council,South-Eastern Metropolitan,7113.0
15830,4,h,902000.0,S,Woodards,2017,18.8,2.0,4.0,726.0,Monash City Council,South-Eastern Metropolitan,7113.0
15831,3,t,900000.0,S,Barry,2017,10.1,2.0,2.0,238.0,Glen Eira City Council,Southern Metropolitan,4442.0
15833,2,u,660000.0,S,Woodards,2017,10.1,1.0,1.0,109.0,Glen Eira City Council,Southern Metropolitan,4442.0
15834,3,h,1561000.0,S,hockingstuart,2017,10.1,1.0,2.0,627.0,Glen Eira City Council,Southern Metropolitan,4442.0
15835,4,h,1005000.0,S,Sweeney,2017,6.2,1.0,1.0,390.0,Hobsons Bay City Council,Western Metropolitan,5498.0
15836,3,h,1300000.0,S,Nelson,2017,10.4,1.0,4.0,646.0,Moonee Valley City Council,Western Metropolitan,2291.0
15837,4,h,1751000.0,S,Barry,2017,10.4,3.0,2.0,564.0,Moonee Valley City Council,Western Metropolitan,2291.0
15839,3,h,635000.0,S,Purplebricks,2017,22.7,1.0,4.0,585.0,Greater Dandenong City Council,South-Eastern Metropolitan,11806.0
15842,1,h,1000000.0,S,W.B.,2017,1.8,1.0,0.0,133.0,Melbourne City Council,Northern Metropolitan,6821.0
15845,1,t,780000.0,S,Nick,2017,1.8,1.0,0.0,37.0,Melbourne City Council,Northern Metropolitan,6821.0
15846,2,u,550000.0,S,Biggin,2017,1.8,1.0,1.0,0.0,Melbourne City Council,Northern Metropolitan,6821.0
15848,2,h,1001000.0,S,Nelson,2017,5.3,1.0,0.0,166.0,Darebin City Council,Northern Metropolitan,11364.0
15849,2,h,905000.0,PI,Nelson,2017,5.3,1.0,0.0,114.0,Darebin City Council,Northern Metropolitan,11364.0
15850,3,h,1305000.0,SP,McGrath,2017,5.3,1.0,0.0,375.0,Darebin City Council,Northern Metropolitan,11364.0
15851,3,h,1516000.0,S,Barry,2017,5.3,1.0,2.0,504.0,Darebin City Council,Northern Metropolitan,11364.0
15852,2,u,503000.0,SP,Jellis,2017,5.3,1.0,1.0,0.0,Darebin City Council,Northern Metropolitan,11364.0
15853,2,u,555000.0,S,McGrath,2017,5.3,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,11364.0
15855,3,u,840000.0,S,Barry,2017,16.7,1.0,1.0,390.0,Monash City Council,Southern Metropolitan,902.0
15856,4,h,1430000.0,S,Barry,2017,15.4,3.0,2.0,616.0,Manningham City Council,Eastern Metropolitan,4973.0
15859,3,h,913000.0,S,Fletchers,2017,15.4,2.0,1.0,431.0,Manningham City Council,Eastern Metropolitan,4973.0
15860,5,h,1060000.0,SP,hockingstuart,2017,15.4,3.0,2.0,766.0,Manningham City Council,Eastern Metropolitan,4973.0
15861,3,u,806000.0,S,McGrath,2017,15.4,1.0,2.0,319.0,Manningham City Council,Eastern Metropolitan,4973.0
15862,3,h,840000.0,SP,Nelson,2017,11.2,1.0,1.0,722.0,Moreland City Council,Northern Metropolitan,2651.0
15864,4,h,1071888.0,SP,Rendina,2017,11.2,2.0,4.0,553.0,Moreland City Council,Northern Metropolitan,2651.0
15865,2,t,790000.0,S,Eview,2017,11.2,2.0,1.0,208.0,Moreland City Council,Northern Metropolitan,2651.0
15866,3,t,820000.0,S,Biggin,2017,12.3,2.0,1.0,200.0,Monash City Council,Southern Metropolitan,2547.0
15867,3,h,1218500.0,S,hockingstuart,2017,15.5,1.0,2.0,673.0,Kingston City Council,South-Eastern Metropolitan,3692.0
15868,3,h,1110000.0,SP,Buxton,2017,15.5,2.0,2.0,593.4889333778223,Kingston City Council,South-Eastern Metropolitan,3692.0
15869,3,t,985000.0,S,Ray,2017,11.4,2.0,2.0,593.4889333778223,Glen Eira City Council,Southern Metropolitan,3578.0
15870,2,h,695000.0,S,Buxton,2017,11.4,1.0,1.0,126.0,Glen Eira City Council,Southern Metropolitan,3578.0
15871,3,h,940000.0,S,Buxton,2017,21.5,2.0,2.0,454.0,Kingston City Council,South-Eastern Metropolitan,5087.0
15872,4,h,1300000.0,SP,Buxton,2017,21.5,2.0,2.0,597.0,Kingston City Council,South-Eastern Metropolitan,5087.0
15875,3,t,850000.0,S,Nelson,2017,1.8,1.0,1.0,2429.0,Melbourne City Council,Northern Metropolitan,2309.0
15876,2,u,900000.0,VB,Nelson,2017,1.8,2.0,1.0,2431.0,Melbourne City Council,Northern Metropolitan,2309.0
15877,4,h,1260000.0,S,Woodards,2017,8.5,2.0,5.0,669.0,Moreland City Council,Northern Metropolitan,7485.0
15878,3,t,800000.0,PI,Nelson,2017,8.5,2.0,2.0,593.4889333778223,Moreland City Council,Northern Metropolitan,7485.0
15879,3,h,1199000.0,S,Nelson,2017,8.5,2.0,4.0,689.0,Moreland City Council,Northern Metropolitan,7485.0
15882,5,h,720000.0,S,Reliance,2017,14.7,2.0,2.0,593.4889333778223,Wyndham City Council,Western Metropolitan,15542.0
15883,4,h,550000.0,SP,LJ,2017,14.7,2.0,2.0,464.0,Wyndham City Council,Western Metropolitan,15542.0
15885,2,h,1355000.0,S,Greg,2017,3.5,1.0,0.0,156.0,Melbourne City Council,Southern Metropolitan,8648.0
15886,3,t,1388000.0,S,Marshall,2017,3.5,2.0,2.0,104.0,Melbourne City Council,Southern Metropolitan,8648.0
15887,1,h,964000.0,S,Cayzer,2017,3.5,1.0,0.0,85.0,Melbourne City Council,Southern Metropolitan,8648.0
15888,4,h,1805000.0,S,Gary,2017,4.6,2.0,1.0,105.0,Stonnington City Council,Southern Metropolitan,7717.0
15889,3,t,1420000.0,S,Whiting,2017,4.6,2.0,2.0,187.0,Stonnington City Council,Southern Metropolitan,7717.0
15890,2,u,735000.0,S,Beller,2017,4.6,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,7717.0
15891,1,u,440000.0,SP,Castran,2017,4.6,1.0,1.0,0.0,Stonnington City Council,Southern Metropolitan,7717.0
15892,3,h,2200000.0,PI,hockingstuart,2017,4.6,2.0,2.0,142.0,Stonnington City Council,Southern Metropolitan,7717.0
15894,4,h,2300000.0,VB,RT,2017,4.6,2.0,2.0,291.0,Stonnington City Council,Southern Metropolitan,7717.0
15895,2,h,727000.0,S,Flannagan,2017,8.4,1.0,0.0,593.4889333778223,Darebin City Council,Northern Metropolitan,14577.0
15896,2,h,674000.0,S,Barry,2017,8.4,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,14577.0
15897,3,h,1017500.0,S,hockingstuart,2017,8.4,1.0,2.0,592.0,Darebin City Council,Northern Metropolitan,14577.0
15898,2,h,1050000.0,S,Love,2017,8.4,1.0,1.0,688.0,Darebin City Council,Northern Metropolitan,14577.0
15899,4,h,840000.0,PI,McGrath,2017,8.4,1.0,1.0,313.0,Darebin City Council,Northern Metropolitan,14577.0
15900,4,h,1145000.0,S,hockingstuart,2017,12.0,2.0,2.0,593.4889333778223,Darebin City Council,Northern Metropolitan,21650.0
15901,3,h,890000.0,S,hockingstuart,2017,12.0,2.0,2.0,593.4889333778223,Darebin City Council,Northern Metropolitan,21650.0
15902,3,u,510000.0,S,Barry,2017,12.0,1.0,1.0,178.0,Darebin City Council,Northern Metropolitan,21650.0
15904,4,h,930000.0,S,Love,2017,12.0,1.0,5.0,700.0,Darebin City Council,Northern Metropolitan,21650.0
15905,3,h,635000.0,SP,Ray,2017,12.0,2.0,2.0,247.0,Darebin City Council,Northern Metropolitan,21650.0
15906,2,h,850000.0,S,Love,2017,12.0,1.0,2.0,494.0,Darebin City Council,Northern Metropolitan,21650.0
15907,3,h,780000.0,PI,Barry,2017,12.0,1.0,2.0,893.0,Darebin City Council,Northern Metropolitan,21650.0
15909,2,h,1172000.0,S,Collins,2017,2.4,1.0,0.0,155.0,Yarra City Council,Northern Metropolitan,14949.0
15911,3,t,1255000.0,S,Jellis,2017,2.4,2.0,1.0,124.0,Yarra City Council,Northern Metropolitan,14949.0
15912,2,h,1275000.0,S,Biggin,2017,2.4,1.0,1.0,110.0,Yarra City Council,Northern Metropolitan,14949.0
15913,1,u,433000.0,S,Jellis,2017,2.4,1.0,0.0,593.4889333778223,Yarra City Council,Northern Metropolitan,14949.0
15914,3,h,1120000.0,S,Biggin,2017,2.4,2.0,2.0,134.0,Yarra City Council,Northern Metropolitan,14949.0
15915,2,u,645000.0,SP,hockingstuart,2017,2.4,1.0,1.0,593.4889333778223,Yarra City Council,Northern Metropolitan,14949.0
15916,3,h,1190000.0,S,Biggin,2017,2.4,2.0,1.0,105.0,Yarra City Council,Northern Metropolitan,14949.0
15917,1,u,534000.0,S,hockingstuart,2017,2.4,1.0,1.0,1347.0,Yarra City Council,Northern Metropolitan,14949.0
15918,3,h,1425000.0,S,Marshall,2017,2.4,3.0,3.0,81.0,Yarra City Council,Northern Metropolitan,14949.0
15919,2,u,650000.0,S,Marshall,2017,2.4,2.0,1.0,2226.0,Yarra City Council,Northern Metropolitan,14949.0
15921,2,u,475000.0,PI,Jellis,2017,19.9,1.0,2.0,750.0,Maroondah City Council,Eastern Metropolitan,7785.0
15922,3,h,742000.0,S,RW,2017,19.9,2.0,2.0,593.4889333778223,Maroondah City Council,Eastern Metropolitan,7785.0
15924,3,h,800000.0,PI,Woodards,2017,19.9,1.0,1.0,737.0,Maroondah City Council,Eastern Metropolitan,7785.0
15927,4,h,1175000.0,S,Barry,2017,21.3,2.0,1.0,842.0,Maroondah City Council,Eastern Metropolitan,4407.0
15930,3,h,755000.0,SP,Carter,2017,19.9,2.0,2.0,306.0,Manningham City Council,Eastern Metropolitan,3619.0
15932,2,u,602000.0,S,Philip,2017,19.9,1.0,1.0,209.0,Manningham City Council,Eastern Metropolitan,3619.0
15936,4,h,1005800.0,SP,Jellis,2017,23.5,2.0,2.0,502.0,Knox City Council,South-Eastern Metropolitan,11667.0
15937,4,h,1275000.0,S,Ray,2017,23.5,2.0,2.0,726.0,Knox City Council,South-Eastern Metropolitan,11667.0
15939,3,u,760000.0,VB,Hodges,2017,15.2,1.0,1.0,178.0,Bayside City Council,Southern Metropolitan,4497.0
15941,3,h,782500.0,S,Asset,2017,35.4,2.0,2.0,603.0,Frankston City Council,South-Eastern Metropolitan,8077.0
15942,4,h,1410000.0,S,Greg,2017,11.0,1.0,2.0,521.0,Hobsons Bay City Council,Western Metropolitan,852.0
15943,3,h,900000.0,SP,Village,2017,5.1,1.0,0.0,194.0,Maribyrnong City Council,Western Metropolitan,2417.0
15944,1,u,322500.0,S,Village,2017,5.1,1.0,1.0,0.0,Maribyrnong City Council,Western Metropolitan,2417.0
15945,3,h,900000.0,SP,Sweeney,2017,5.1,1.0,1.0,252.0,Maribyrnong City Council,Western Metropolitan,2417.0
15946,4,h,555698.0,SP,Ray,2017,34.7,2.0,1.0,534.0,Frankston City Council,South-Eastern Metropolitan,2756.0
15947,3,u,1250000.0,S,Greg,2017,1.9,2.0,3.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
15948,4,u,2920000.0,S,Cayzer,2017,1.9,2.0,2.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,5943.0
15950,1,h,407500.0,S,Greg,2017,1.9,1.0,1.0,0.0,Port Phillip City Council,Southern Metropolitan,5943.0
15952,4,h,630500.0,S,Ray,2017,20.5,2.0,2.0,593.4889333778223,Whittlesea City Council,Northern Metropolitan,7969.0
15953,3,h,510000.0,S,RW,2017,20.5,2.0,2.0,593.4889333778223,Whittlesea City Council,Northern Metropolitan,7969.0
15954,2,u,810000.0,S,Beller,2017,2.7,1.0,1.0,593.4889333778223,Melbourne City Council,Southern Metropolitan,14887.0
15955,2,t,1050000.0,S,Kay,2017,2.7,1.0,1.0,0.0,Melbourne City Council,Southern Metropolitan,14887.0
15956,2,u,771000.0,S,hockingstuart,2017,2.7,1.0,1.0,1272.0,Melbourne City Council,Southern Metropolitan,14887.0
15957,2,u,642500.0,S,Greg,2017,0.7,1.0,1.0,8888.0,Melbourne City Council,Southern Metropolitan,8400.0
15958,1,u,422500.0,PI,Dingle,2017,0.7,1.0,1.0,3878.0,Melbourne City Council,Southern Metropolitan,8400.0
15960,3,t,460000.0,S,Ray,2017,14.0,1.0,1.0,160.0,Brimbank City Council,Western Metropolitan,14042.0
15962,3,h,610000.0,PI,S&L,2017,14.0,1.0,1.0,582.0,Brimbank City Council,Western Metropolitan,14042.0
15963,3,h,621000.0,S,Ray,2017,14.0,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,14042.0
15964,3,h,630000.0,S,Ray,2017,14.0,1.0,2.0,524.0,Brimbank City Council,Western Metropolitan,14042.0
15967,3,u,500000.0,S,Sweeney,2017,14.0,1.0,1.0,388.0,Brimbank City Council,Western Metropolitan,14042.0
15968,2,u,615000.0,S,hockingstuart,2017,5.0,1.0,1.0,1123.0,Port Phillip City Council,Southern Metropolitan,13240.0
15970,3,h,1200000.0,PI,Brad,2017,8.2,2.0,2.0,593.4889333778223,Moonee Valley City Council,Western Metropolitan,3284.0
15971,3,h,455000.0,SP,Raine,2017,31.7,1.0,6.0,639.0,Hume City Council,Western Metropolitan,14092.0
15973,4,u,660000.0,S,Bells,2017,10.5,2.0,2.0,283.0,Brimbank City Council,Western Metropolitan,3755.0
15974,3,h,810000.0,VB,GL,2017,10.5,1.0,2.0,459.0,Brimbank City Council,Western Metropolitan,3755.0
15975,3,h,805000.0,S,Douglas,2017,10.5,1.0,2.0,631.0,Brimbank City Council,Western Metropolitan,3755.0
15978,3,h,453000.0,S,hockingstuart,2017,10.5,1.0,1.0,305.0,Brimbank City Council,Western Metropolitan,6763.0
15980,2,u,807000.0,S,hockingstuart,2017,10.2,1.0,1.0,1501.0,Boroondara City Council,Southern Metropolitan,5457.0
15981,3,h,1310000.0,S,Noel,2017,10.2,2.0,2.0,593.4889333778223,Boroondara City Council,Southern Metropolitan,5457.0
15982,3,u,780000.0,SP,Noel,2017,10.2,1.0,1.0,149.0,Boroondara City Council,Southern Metropolitan,5457.0
15985,3,h,471000.0,S,YPA,2017,18.0,2.0,1.0,338.0,Brimbank City Council,Western Metropolitan,3640.0
15986,3,h,545000.0,SP,Biggin,2017,18.4,2.0,2.0,593.4889333778223,Wyndham City Council,Western Metropolitan,10160.0
15988,3,h,558000.0,S,Barry,2017,18.0,2.0,2.0,431.0,Melton City Council,Western Metropolitan,4242.0
15989,5,h,780000.0,S,Barry,2017,15.5,2.0,2.0,663.0,Brimbank City Council,Western Metropolitan,5336.0
15990,3,h,780000.0,SP,YPA,2017,15.5,2.0,2.0,593.4889333778223,Brimbank City Council,Western Metropolitan,5336.0
15991,4,h,715000.0,S,Barry,2017,15.5,3.0,2.0,679.0,Brimbank City Council,Western Metropolitan,5336.0
15992,4,h,2000000.0,S,Barry,2017,15.5,2.0,2.0,457.0,Manningham City Council,Eastern Metropolitan,6202.0
15993,4,h,1450000.0,S,Barry,2017,15.5,2.0,2.0,593.4889333778223,Manningham City Council,Eastern Metropolitan,6202.0
15994,3,h,1240000.0,S,Barry,2017,12.4,2.0,1.0,673.0,Manningham City Council,Eastern Metropolitan,5420.0
15996,2,t,756000.0,S,Love,2017,7.0,1.0,1.0,0.0,Darebin City Council,Northern Metropolitan,8870.0
15997,3,t,750000.0,S,McGrath,2017,7.0,2.0,2.0,593.4889333778223,Darebin City Council,Northern Metropolitan,8870.0
15998,3,h,1100000.0,S,McGrath,2017,7.0,2.0,2.0,593.4889333778223,Darebin City Council,Northern Metropolitan,8870.0
15999,2,t,700000.0,S,Nelson,2017,7.0,1.0,1.0,593.4889333778223,Darebin City Council,Northern Metropolitan,8870.0
16000,2,h,1205500.0,S,Nelson,2017,7.0,1.0,1.0,361.0,Darebin City Council,Northern Metropolitan,8870.0
16001,3,h,1031000.0,S,McGrath,2017,7.0,1.0,2.0,612.0,Darebin City Council,Northern Metropolitan,8870.0
16002,3,h,2500000.0,VB,Jellis,2017,4.1,2.0,2.0,440.0,Stonnington City Council,Southern Metropolitan,7217.0
16003,4,h,6460000.0,S,RT,2017,4.1,2.0,2.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,7217.0
16006,4,h,3750000.0,PI,Rodney,2017,4.1,2.0,2.0,593.4889333778223,Stonnington City Council,Southern Metropolitan,7217.0
16008,5,h,1041000.0,SP,Barry,2017,17.2,3.0,2.0,724.0,Maroondah City Council,Eastern Metropolitan,4181.0
16009,4,h,1050000.0,VB,Noel,2017,17.2,2.0,2.0,651.0,Whitehorse City Council,Eastern Metropolitan,4280.0
16010,4,h,1208000.0,S,Ray,2017,17.2,2.0,2.0,785.0,Whitehorse City Council,Eastern Metropolitan,4280.0
16011,3,h,940000.0,SA,Nelson,2017,8.9,2.0,2.0,541.0,Banyule City Council,Eastern Metropolitan,2698.0
16013,4,h,2020000.0,S,LLC,2017,14.7,2.0,2.0,1183.0,Knox City Council,Eastern Metropolitan,7082.0
16014,3,h,835000.0,S,Barry,2017,14.5,2.0,1.0,447.0,Banyule City Council,Northern Metropolitan,2329.0
16015,3,h,1010000.0,S,Buckingham,2017,14.5,1.0,2.0,700.0,Banyule City Council,Northern Metropolitan,2329.0
16016,3,h,830000.0,S,Miles,2017,14.5,1.0,2.0,696.0,Banyule City Council,Northern Metropolitan,2329.0
16018,3,h,442000.0,S,LJ,2017,14.7,1.0,1.0,575.0,Wyndham City Council,Western Metropolitan,16166.0
16019,3,h,830000.0,SP,YPA,2017,14.7,2.0,2.0,1025.0,Wyndham City Council,Western Metropolitan,16166.0
16020,3,h,700000.0,SP,Sweeney,2017,6.4,2.0,2.0,593.4889333778223,Maribyrnong City Council,Western Metropolitan,5058.0
16021,3,t,550000.0,S,YPA,2017,16.5,2.0,2.0,593.4889333778223,Hume City Council,Northern Metropolitan,2474.0
16022,2,h,736500.0,S,Win,2017,16.7,1.0,1.0,593.4889333778223,Monash City Council,South-Eastern Metropolitan,7392.0
16023,3,h,1400000.0,VB,Jellis,2017,4.6,1.0,0.0,364.0,Port Phillip City Council,Southern Metropolitan,4380.0
16024,1,u,447500.0,S,Marshall,2017,4.6,1.0,0.0,593.4889333778223,Port Phillip City Council,Southern Metropolitan,4380.0
16026,4,h,1000000.0,S,Darren,2017,12.7,2.0,2.0,593.4889333778223,Banyule City Council,Northern Metropolitan,1369.0
